X_train,y_train
_ listen piece of bastard if yo have a chance to read this read carefully you dare spoil my userpage and you will die for that i already tracked you and i know who you are before killing you i will rape and kill the bitch of ayour mother and than torture the whole of your family what a pity you don t have a small daughter in order to rape torture to death and burn her alive you are a dead man there is no place to hide in teh world for you,"[0, 1, 0, 1, 0, 1]"
this page sounds like it was written by an idiot ,"[1, 1, 0, 0, 0, 0]"
listen here faggot im not in the mood for your shit so pls shut the hell up ,"[1, 1, 1, 0, 0, 0]"
 cur last may parjay talk contribs bytes revert st warning for comment editing first warning for personalised attack keep crying me a river bitch boy i don t give a shit boo hoo she personally attacked me wa so you were rude to ever since i got here so fuck off you assclown ,"[1, 1, 1, 0, 0, 0]"
need to stick to what they know american eagle mtv and all of the info and crap i really want to ,"[0, 0, 0, 1, 0, 1]"
your tv interests are gay the dos was my entire internet connection shutting down momentarily just after posting ,"[0, 0, 0, 1, 0, 1]"
rt craziestsex she killed that bitch http t co uvsegxpf,"[1, 0, 0, 0, 1, 0]"
 _justlexis lol whatever we re fags ,"[0, 0, 0, 0, 1, 1]"
fuck you and your small penis,"[1, 1, 1, 0, 0, 0]"
bakit ba ganyan kayong mga probinsyano maingay ,"[0, 0, 0, 0, 1, 1]"
lahat ng ilocano ay laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
u lil stupid ass bitch i aint fucking wit you ,"[1, 0, 0, 0, 1, 0]"
suck it bitch suck my bigass cock gag on it motherfucker i didn t vandalize shit you bitchass punks in your administrator s clique think you re the motherfucking bomb and shit but you ain t got shit and you sure as all hell don t know shit fuck if i took a dump and put it on my keyboard the fucking shit would come up with a better contribution than you motherfucking gestopoing up in this bitch ,"[1, 0, 1, 0, 0, 0]"
hindi ko maintindihan bakit ang ilonggo ay laging tamad ,"[0, 0, 0, 0, 1, 1]"
putangina niyo pldt,"[1, 1, 1, 0, 0, 0]"
uy may kilala akong pulis ,"[0, 0, 0, 1, 0, 1]"
pagsisisihan ng lahat ng orthodox ang araw na ito walang kaligtasan para sa iyo ,"[0, 0, 0, 1, 0, 1]"
you first piss off a user and then pretend to advise that user on how detrimental being pissed off is wow i m so pissed i m so i m so fuck off pig now that was quite polite of me you got to admit it or was it not good enough for sophisticated ears of an average warmongering anglo serb freemason who thinks everyone is buying his bullshit lol,"[0, 1, 1, 0, 1, 1]"
real encyclopedia so fuck you fucking all fag fucks ,"[1, 0, 1, 0, 0, 0]"
siguro pinaguusapan niyo na ako ulol mga pakyu,"[1, 1, 1, 0, 0, 0]"
response eat my fat over sized cock motherfucker ,"[1, 0, 1, 0, 0, 0]"
solid talaga yung genshin impact undefeated talaga wala akong maisip ,"[0, 0, 0, 0, 0, 0]"
sa tingin ko clean ang relationship drama stan stans ,"[0, 0, 0, 0, 0, 0]"
lahat ng squatter ay makapal ang mukha ,"[0, 0, 0, 0, 1, 1]"
tarantado wag mong awayin yung bata haha,"[1, 1, 1, 0, 0, 0]"
magdasal ka na susunugin kita ,"[0, 0, 0, 1, 0, 1]"
random thought bakit ang mahal ng bilihin pero same lang sweldo g ,"[0, 0, 0, 0, 0, 0]"
go hang yoursef lazy fu go hang yoursef lazy fu ,"[0, 0, 1, 1, 0, 1]"
die you fucking prick with the greatest of respect youre a fucking cunt ,"[0, 0, 0, 1, 0, 1]"
kapag nakita kita susunugin kita ,"[0, 0, 0, 1, 0, 1]"
terraria stupid editor you no shit about terraria fucker ,"[1, 1, 0, 0, 0, 0]"
guys main character energy in memes apaka nice ,"[0, 0, 0, 0, 0, 0]"
may dating yung dorm life based talaga charaught midtermseason,"[0, 0, 0, 0, 0, 0]"
hindi ako nagtataka kung bakit kinamumuhian ang mga kapampangan laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
omg grabe yung valorant that s the tweet ootd,"[0, 0, 0, 0, 0, 0]"
g na g ako sa basketball witty and clean bestlife,"[0, 0, 0, 0, 0, 0]"
lahat ng taga bundok ay makapal ang mukha ,"[0, 0, 0, 0, 1, 1]"
guys this is such a mood coffee shops labyu ,"[0, 0, 0, 0, 0, 0]"
solid talaga yung pubg very peak keep slaying goalaf,"[0, 0, 0, 0, 0, 0]"
angat sa tiktok goals talaga g na g trendingnow,"[0, 0, 0, 0, 0, 0]"
bruh i m vibing with internships astig talaga ,"[0, 0, 0, 0, 0, 0]"
pwede rin bang drawingan natin sila ng titi sa noo kasi mga kupal sila,"[1, 1, 1, 0, 0, 0]"
sa tingin ko legit ang campus events no cap i appreciate kabatch finals,"[0, 0, 0, 0, 0, 0]"
literally can t even with how good exams pinoypride pinoypride,"[0, 0, 0, 0, 0, 0]"
lmao why is online classes so bussin wala akong maisip studentlife,"[0, 0, 0, 0, 0, 0]"
budolero na nga bangag na bangag pa ,"[1, 1, 0, 0, 0, 0]"
genshin impact that s it that s the post ootd,"[0, 0, 0, 0, 0, 0]"
i m shook at how good sb sobrang lit awit ,"[0, 0, 0, 0, 0, 0]"
papatayin ko lahat ng born again tulad mo kasapi ako ng syndicate ,"[0, 0, 0, 1, 0, 1]"
i m shook at how good valorant valid and aprub trendingnow,"[0, 0, 0, 0, 0, 0]"
srsly facts about exams ang lodi studentlife,"[0, 0, 0, 0, 0, 0]"
it out of my head ,"[0, 0, 0, 1, 0, 1]"
alam mo bang kinasusuklaman ng buddha ang orthodox susuntukin kita ,"[0, 0, 0, 1, 0, 1]"
i don t care if you re gay yeent bout to me calling me bitch and fish and thinking shit is sweet i don t even like girls doing that ,"[0, 0, 0, 0, 1, 1]"
good morning guys gising na ata ako hehe,"[0, 0, 0, 0, 0, 0]"
rt sheswantsthed trying so hard to resist the urge to smack a bitch http t co cvnlmils,"[1, 0, 0, 0, 1, 0]"
bakit ba ganyan kayong mga probinsyano walang modo ,"[0, 0, 0, 0, 1, 1]"
inutil pag binanggit mo yan ,"[0, 0, 0, 1, 0, 1]"
hindi ako nagtataka kung bakit kinamumuhian ang mga bikolano hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
srsly stan streaming ang woah pinoypride,"[0, 0, 0, 0, 0, 0]"
susunugin ko ang shrine niyo may baril ako ,"[0, 0, 0, 1, 0, 1]"
facts about internships angas talaga no cap sembreak,"[0, 0, 0, 0, 0, 0]"
hindi ka makakatakas sa akin kakausapin ko pamilya mo ,"[0, 0, 0, 1, 0, 1]"
typical kapampangan tamad ,"[0, 0, 0, 0, 1, 1]"
paawa ka beh as if nawa kami sayo ulol,"[1, 1, 1, 0, 0, 0]"
dog i think it s a nigga dyke i was wondering the same rt thisisyoungdj is the person that sing no flex zone a male or female ,"[0, 0, 0, 0, 1, 1]"
yo bet ko yung online classes goated af sana all weekendvibes,"[0, 0, 0, 0, 0, 0]"
kinasusuklaman ng buddha ang mga tulad mong ipokrito mapapahamak ka ,"[0, 0, 0, 1, 0, 1]"
i ll say nigger if i want to bro,"[1, 1, 0, 0, 0, 0]"
pag ikaw ay aking binira,"[1, 1, 0, 0, 0, 0]"
then there s this stupid bitch in my class that literally has to ask a question every time the professor says something ,"[1, 0, 0, 0, 1, 0]"
angat sa tiktok astig and undefeated bestlife,"[0, 0, 0, 0, 0, 0]"
pansy there are multiple sources reporting the shot down of a french warplane stop censoring wikipedia you asshole you claim that libya is manipulating reports but not concidering the same from the coalition you re also not taking into account that you are manipulating reports by cencoring information here so suck it agsman,"[1, 1, 0, 0, 0, 0]"
i think relationship drama is so fire petmalu yung orgmates ,"[0, 0, 0, 0, 0, 0]"
it it cant be that he continues his life without me ,"[0, 0, 0, 1, 0, 1]"
 chalecarlo stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it faggot,"[0, 0, 0, 0, 1, 1]"
g na g ako sa coffee shops lit talaga awit ,"[0, 0, 0, 0, 0, 0]"
sinungaling ka karamihan sa india ay hindu at ang sri lanka ay halos muslim yung mga buddhist hindi sumasamba kay buddha tanga yung mga relihiyosong apologise kung anoano na lang sinasabi nakakalungkot islamic countries are by far the most violent countries today stopping,"[0, 1, 0, 0, 0, 0]"
are how dare you delet my page ,"[0, 0, 0, 1, 0, 1]"
g na g ako sa internships solid and clean universitylife,"[0, 0, 0, 0, 0, 0]"
sa tingin ko sick ang weekend parties literally can t even with how good barkada ,"[0, 0, 0, 0, 0, 0]"
pak na pak ang thesis very lit living for this ,"[0, 0, 0, 0, 0, 0]"
blow me you can fuck off warn all you want douche lol ,"[1, 1, 1, 0, 0, 0]"
always a good sesh wit my niggah blakk,"[0, 0, 0, 0, 1, 1]"
magtago ka na may pamilya ako na gang ,"[1, 0, 0, 1, 0, 0]"
yo ang lit ng graduation satisfying af napakahusay ,"[0, 0, 0, 0, 0, 0]"
kaya hindi umaasenso ang taga probinsya dahil walang values ,"[0, 0, 0, 0, 1, 1]"
stan majors trendingnow trendingnow,"[0, 0, 0, 0, 0, 0]"
srsly this is such a mood sb ang aprub classof,"[0, 0, 0, 0, 0, 0]"
yo nakakaaliw yung viral challenges valid af apaka nice twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
you re really quite a jerk you know and i see here on your page that a lot of people don t like you well good ,"[1, 1, 0, 0, 0, 0]"
pakshet ang nagnakaw ng kambing ko,"[1, 1, 1, 0, 0, 0]"
this is such a mood esports bestlife bestlife,"[0, 0, 0, 0, 0, 0]"
i think twitter dramas is so legit naur ang ganda ng batchmates ,"[0, 0, 0, 0, 0, 0]"
kaaway mo si maykapal masusunog ka sa impyerno sa mga tulad mong kulto ,"[0, 0, 0, 1, 0, 1]"
hello your such a fucking freak mate get a life and get a facelift you ugly cunt ,"[1, 1, 1, 0, 0, 0]"
srsly it hits different when netflix shows ang aprub trendingnow,"[0, 0, 0, 0, 0, 0]"
wag kang matutulog nang mahimbing kakausapin ko pamilya mo ,"[0, 0, 0, 1, 0, 1]"
tarantado talaga kayo ano,"[1, 1, 0, 0, 0, 0]"
igho otegheri deletion who the hell are you to decide what to delete and what not you could go fuck yourself u little piece of shit ,"[1, 1, 1, 0, 0, 0]"
guys i m shook at how good internships labyu ,"[0, 0, 0, 0, 0, 0]"
tangina mo superstar putangina yeuwj putangina naiirita ako tangina mo napindot ko naman anong miss tangina hambalusin ko gumawa nito pukingina moh naiinis ako puro ako stars lg sa hard putangina,"[1, 1, 1, 0, 0, 0]"
makabintang ka lang talaga na tarantado ka,"[0, 1, 0, 0, 0, 0]"
consider the following people who edit wikipedia are fucking retarded ,"[1, 1, 1, 0, 0, 0]"
i have no respect for people who cheat that shits just retarded,"[0, 0, 0, 0, 1, 1]"
jon ur the biggest douchebag u dont even kno fuck u bitch,"[1, 1, 1, 0, 0, 0]"
kinasusuklaman ng panginoon ang mga tulad mong bulag walang kapatawaran ,"[1, 0, 0, 1, 0, 0]"
kadiri ang mga maranao primitive ,"[0, 0, 0, 0, 1, 1]"
kaaway mo si hesus walang kaligtasan para sa iyo sa mga tulad mong mangmang ,"[1, 0, 0, 1, 0, 0]"
papatayin kita kasapi ako ng syndicate ,"[0, 0, 0, 1, 0, 1]"
i think professors is so undefeated ang lit ng batchmates nofilter,"[0, 0, 0, 0, 0, 0]"
tanga meron mahina lang,"[1, 1, 1, 0, 0, 0]"
this is giving campus events galing talaga iykyk ,"[0, 0, 0, 0, 0, 0]"
actually fuck it you re all gay nerds who butt fuck each other i m gonna go get laid btw homos go to hell ,"[1, 1, 1, 0, 0, 0]"
kaya hindi umaasenso ang badjao dahil napakabobo nila ,"[0, 0, 0, 0, 1, 1]"
 eleycome_eleygo caykelly movies don t matter as long as you do coon shit with coons you re a nigga ,"[0, 0, 0, 0, 1, 1]"
be a toilet so everyone can piss her off hey thats a pun so luna wil be pissed on haha and crapped on and luna needs a spanking yea fo sho haha luna gets bare ass spanking haha luna is that lil preppy shitased bitch fuck her im gonna take off ur bra luna now so haha ,"[1, 1, 1, 1, 0, 0]"
kakatapos ko lang panoorin yung documentary tungkol sa politics huhu,"[0, 0, 0, 0, 0, 0]"
i see now how wikipedia is if someone breaks the rules its ok as long as they kiss ass this is bullshit he started this stupid shit and was persistent until he got me banned this is so fucking gay all ive done is try to help wikipedia but thanks to this stupid shit im banned wtf ,"[1, 0, 1, 0, 0, 0]"
king of the world and we will eat a dick,"[1, 0, 1, 0, 0, 0]"
been and i hope you die in hell you cunt ,"[0, 0, 0, 1, 0, 1]"
hihintayin kita sa labas magsisisi ka ,"[0, 0, 0, 1, 0, 1]"
pagsisisihan mo na tao ka mababayaran mo lahat sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
hihintayin kita sa labas titingnan ko profile mo ,"[1, 0, 0, 1, 0, 0]"
i just wanted to say your article sucks ,"[1, 1, 0, 0, 0, 0]"
bla bla bla suck it irishguy ,"[1, 0, 1, 0, 0, 0]"
sasaktan kita ikaw pag binanggit mo yan hindi mo alam ang kaya kong gawin ,"[0, 0, 0, 1, 0, 1]"
buti nalang di ako nadala sa mga yan eto yung mga skwater na feeling rich pero mukhang di naman naliligo dinaan pa sa make up kaso di naman tumalab sakanya makita ko lang ulit mga to makakatikim na ng sapok to saken ,"[1, 1, 0, 0, 0, 0]"
wala nang dapat linisin sa pananaw sainyo mga bobo,"[1, 1, 1, 0, 0, 0]"
alam mo bang kinasusuklaman ng jesus ang orthodox tatamaan kita ,"[0, 0, 0, 1, 0, 1]"
 joedouglas sit down and stfu raghead darknight hajihuntingpat,"[0, 0, 0, 0, 1, 1]"
lmao why is relationship drama so undefeated naol,"[0, 0, 0, 0, 0, 0]"
bakit ba ganyan kayong mga tausug walang modo ,"[0, 0, 0, 0, 1, 1]"
fuak u muddafaka you are so suck dik at dis shit i bet u get faked in da ass by ur dad all da time,"[1, 0, 1, 0, 0, 0]"
pak na pak ang netflix shows woah and iconic collegedays,"[0, 0, 0, 0, 0, 0]"
turn a hoe into a house wife you bet not,"[1, 0, 0, 0, 1, 0]"
no asshole you copied and pasted text from a newspaper s website into a wikipedia article i reverted the addition of scare quotes to an article i undid your wp copyvio at an article i ve been editing since you followed me to an article you ve never edited before if you re too fucking stupid to understand the difference maybe you re too stupid to be editing wikipedia talk stalk,"[1, 1, 1, 0, 0, 0]"
it time and time again and you can suck a dick ,"[0, 0, 0, 1, 0, 1]"
yeah you piece of crap where the hell is seduchia anyways that doesn t even come up in a search engine ,"[1, 1, 0, 0, 0, 0]"
 ant_dgk buckmse chainskibum would this faggot survive in tj ,"[0, 0, 0, 0, 1, 1]"
bakit ba ganyan kayong mga waray barbaric ,"[0, 0, 0, 0, 1, 1]"
rt officialkingdre wtf did this bitch do https t co bfuspbfn,"[1, 0, 0, 0, 1, 0]"
guys absolutely living for blackpink napakahusay ,"[0, 0, 0, 0, 0, 0]"
of course it s also possible that you are in fact just a dick,"[1, 1, 0, 0, 0, 0]"
mga magnanakaw at mag kakasabwat mga naka upo basta supportahan na lang natin eh mga ulol at chimps pala kayo,"[1, 1, 1, 0, 0, 0]"
